,Car_Name,Car_Price,Car_Engine_Capacity,Car_Mileage
714,Hyundai Aura SX (Petrol),8.09 ,1197 ,
715,Hyundai Aura S CNG (CNG),8.31 ,1197 ,
716,Hyundai Aura SX Option (Petrol),8.66 ,1197 ,
717,Hyundai Aura SX Plus AMT (Petrol),8.89 ,1197 ,
718,Hyundai Aura SX CNG (CNG),9.05 ,1197 ,
719,Skoda Kushaq 1.0L Classic (Petrol),10.89 ,999 ,19.76 
720,Skoda Kushaq 1.0L Onyx (Petrol),12.89 ,999 ,19.76 
721,Skoda Kushaq 1.0L Onyx AT (Petrol),13.49 ,999 ,18.09 
722,Skoda Kushaq 1.0L Signature (Petrol),14.19 ,999 ,19.76 
723,Skoda Kushaq 1.0L Signature AT (Petrol),15.29 ,999 ,18.09 
724,Skoda Kushaq 1.0L Monte Carlo (Petrol),15.60 ,999 ,19.76 
725,Skoda Kushaq 1.5L Signature (Petrol),15.69 ,1498 ,18.6 
726,Skoda Kushaq 1.0L Prestige (Petrol),16.09 ,999 ,19.76 
727,Skoda Kushaq 1.0L Monte Carlo AT (Petrol),16.70 ,999 ,18.09 
728,Skoda Kushaq 1.5L Signature AT (Petrol),16.89 ,1498 ,18.86 
729,Skoda Kushaq 1.5L Monte Carlo (Petrol),17.10 ,1498 ,18.6 
730,Skoda Kushaq 1.0L Prestige AT (Petrol),17.19 ,999 ,18.09 
731,Skoda Kushaq 1.5L Prestige (Petrol),17.59 ,1498 ,18.6 
732,Skoda Kushaq 1.5L Monte Carlo AT (Petrol),18.30 ,1498 ,18.86 
733,Skoda Kushaq 1.5L Prestige AT (Petrol),18.79 ,1498 ,18.86 
734,Maruti Jimny Zeta (Petrol),12.74 ,1462 ,16.94 
735,Maruti Jimny Alpha (Petrol),13.69 ,1462 ,16.94 
736,Maruti Jimny Zeta AT (Petrol),13.84 ,1462 ,16.39 
737,Maruti Jimny Alpha Dual Tone (Petrol),13.85 ,1462 ,16.94 
738,Maruti Jimny Alpha AT (Petrol),14.79 ,1462 ,16.39 
739,Maruti Jimny Alpha Dual Tone AT (Petrol),14.95 ,1462 ,16.39 
740,Nissan Magnite XE (Petrol),,999 ,19.35 
741,Nissan Magnite XE AMT (Petrol),6.60 ,999 ,19.7 
742,Nissan Magnite XL (Petrol),7.04 ,999 ,19.35 
743,Nissan Magnite Geza Edition (Petrol),7.39 ,999 ,
744,Nissan Magnite XL AMT (Petrol),7.50 ,999 ,19.7 
745,Nissan Magnite XV (Petrol),7.82 ,999 ,19.35 
746,Nissan Magnite XV DT (Petrol),7.98 ,999 ,19.35 
747,Nissan Magnite XV Red Edition (Petrol),8.07 ,999 ,18.75 
748,Nissan Magnite XV AMT (Petrol),8.28 ,999 ,19.7 
749,Nissan Magnite Kuro MT (Petrol),8.28 ,999 ,18.75 
750,Nissan Magnite XV AMT DT (Petrol),8.44 ,999 ,19.7 
751,Nissan Magnite XV Premium (Petrol),8.60 ,999 ,19.35 
752,Nissan Magnite Kuro AMT (Petrol),8.74 ,999 ,18.75 
753,Nissan Magnite XV Premium DT (Petrol),8.76 ,999 ,19.35 
754,Nissan Magnite XV Premium AMT (Petrol),8.96 ,999 ,19.7 
755,Nissan Magnite XV Premium AMT DT (Petrol),9.12 ,999 ,19.7 
756,Nissan Magnite Turbo XV (Petrol),9.19 ,999 ,
757,Nissan Magnite Turbo XV DT (Petrol),9.35 ,999 ,
758,Nissan Magnite Turbo XV Red Edition (Petrol),9.44 ,999 ,
759,Nissan Magnite Kuro Turbo (Petrol),9.65 ,999 ,
760,Nissan Magnite Turbo XV Premium (Petrol),9.80 ,999 ,
761,Nissan Magnite Geza Edition CVT (Petrol),9.84 ,999 ,17.4 
762,Nissan Magnite Turbo XV Premium DT (Petrol),9.96 ,999 ,
763,Nissan Magnite Turbo XV Premium Opt (Petrol),,999 ,
764,Nissan Magnite Turbo XV Premium Opt DT (Petrol),10.16 ,999 ,
765,Nissan Magnite Turbo CVT XV (Petrol),10.20 ,999 ,17.4 
766,Nissan Magnite Turbo CVT XV DT (Petrol),10.36 ,999 ,17.4 
767,Nissan Magnite Turbo CVT XV Red Edition (Petrol),10.45 ,999 ,17.4 
768,Nissan Magnite Kuro Turbo CVT (Petrol),10.66 ,999 ,17.4 
769,Nissan Magnite Turbo CVT XV Premium (Petrol),10.91 ,999 ,17.4 
770,Nissan Magnite Turbo CVT XV Premium DT (Petrol),11.07 ,999 ,17.4 
771,Nissan Magnite Turbo CVT XV Premium Opt (Petrol),11.11 ,999 ,17.4 
772,Nissan Magnite Turbo CVT XV Premium Opt DT (Petrol),11.27 ,999 ,17.4 
773,Toyota Taisor E (Petrol),7.74 ,1197 ,21.7 
774,Toyota Taisor S (Petrol),8.60 ,1197 ,21.7 
775,Toyota Taisor E CNG (CNG),8.71 ,1197 ,
776,Toyota Taisor S Plus (Petrol),8.99 ,1197 ,21.7 
777,Toyota Taisor S AMT (Petrol),9.12 ,1197 ,22.8 
778,Toyota Taisor S Plus AMT (Petrol),9.53 ,1197 ,22.8 
779,Toyota Taisor G Turbo (Petrol),10.55 ,998 ,21.5 
780,Toyota Taisor V Turbo (Petrol),11.47 ,998 ,21.5 
781,Toyota Taisor V Turbo Dual Tone (Petrol),11.63 ,998 ,21.5 
782,Toyota Taisor G Turbo AT (Petrol),11.96 ,998 ,
783,Toyota Taisor V Turbo AT (Petrol),12.88 ,998 ,
784,Toyota Taisor V Turbo AT Dual Tone (Petrol),13.04 ,998 ,
785,Toyota Hilux STD (Diesel),30.40 ,2755 ,
786,Toyota Hilux High (Diesel),37.15 ,2755 ,
787,Toyota Hilux High AT (Diesel),37.90 ,2755 ,
788,Honda City SV (Petrol),12.08 ,1498 ,17.8 
789,Honda City V Elegant (Petrol),12.80 ,1498 ,17.8 
790,Honda City V (Petrol),12.85 ,1498 ,17.8 
791,Honda City VX (Petrol),13.92 ,1498 ,17.8 
792,Honda City V Elegant CVT (Petrol),14.05 ,1498 ,18.4 
793,Honda City V CVT (Petrol),14.10 ,1498 ,18.4 
794,Honda City ZX (Petrol),15.10 ,1498 ,17.8 
795,Honda City VX CVT (Petrol),15.17 ,1498 ,18.4 
796,Honda City ZX CVT (Petrol),16.35 ,1498 ,18.4 
797,Maruti Celerio Dream Edition (Petrol),4.99 ,998 ,25.24 
798,Maruti Celerio LXI (Petrol),5.37 ,998 ,25.24 
799,Maruti Celerio VXI (Petrol),5.83 ,998 ,25.24 
800,Maruti Celerio ZXI (Petrol),6.12 ,998 ,25.24 
801,Maruti Celerio VXI AMT (Petrol),6.33 ,998 ,26.68 
802,Maruti Celerio ZXI AMT (Petrol),6.62 ,998 ,
803,Maruti Celerio ZXI Plus (Petrol),6.59 ,998 ,24.97 
804,Maruti Celerio VXI CNG (CNG),6.74 ,998 ,
805,Maruti Celerio ZXI Plus AMT (Petrol),7.09 ,998 ,
806,Renault KWID 1.0 RXE (Petrol),4.70 ,999 ,21.46 
807,Renault KWID 1.0 RXL Opt (Petrol),,999 ,21.46 
808,Renault KWID 1.0 RXL Opt AMT (Petrol),5.45 ,999 ,21.46 
809,Renault KWID 1.0 RXT (Petrol),5.50 ,999 ,21.46 
810,Renault KWID CLIMBER (Petrol),5.88 ,999 ,21.46 
811,Renault KWID 1.0 RXT AMT (Petrol),5.95 ,999 ,22.3 
812,Renault KWID CLIMBER DT (Petrol),,999 ,21.46 
813,Renault KWID CLIMBER AMT (Petrol),6.33 ,999 ,22.3 
814,Renault KWID CLIMBER DT AMT (Petrol),6.45 ,999 ,22.3 
815,Honda Amaze E (Petrol),7.20 ,1199 ,18.6 
816,Honda Amaze S (Petrol),7.93 ,1199 ,18.6 
817,Honda Amaze S CVT (Petrol),8.83 ,1199 ,18.3 
818,Honda Amaze VX (Petrol),9.04 ,1199 ,18.6 
819,Honda Amaze VX Elite (Petrol),9.13 ,1199 ,18.6 
820,Honda Amaze VX CVT (Petrol),9.86 ,1199 ,18.3 
821,Honda Amaze VX Elite CVT (Petrol),9.96 ,1199 ,18.3 
822,Mercedes-Benz GLA 200 (Petrol),51.75 ,1332 ,17.4 
823,Mercedes-Benz GLA 220d 4MATIC (Diesel),,1950 ,18.9 
824,Mercedes-Benz GLA 220d 4MATIC AMG Line (Diesel),58.15 ,1950 ,18.9 
825,Skoda Slavia 1.0L Classic (Petrol),10.69 ,999 ,20.32 
826,Skoda Slavia 1.0L Signature (Petrol),13.99 ,999 ,20.32 
827,Skoda Slavia 1.0L Signature AT (Petrol),15.09 ,999 ,18.73 
828,Skoda Slavia 1.5L Signature (Petrol),15.49 ,1498 ,
829,Skoda Slavia 1.0L Prestige (Petrol),15.99 ,999 ,20.32 
830,Skoda Slavia 1.5L Signature AT (Petrol),16.69 ,1498 ,19.36 
831,Skoda Slavia 1.0L Prestige AT (Petrol),17.09 ,999 ,18.73 
832,Skoda Slavia 1.5L Prestige (Petrol),17.49 ,1498 ,
833,Skoda Slavia 1.5L Prestige AT (Petrol),18.69 ,1498 ,19.36 
834,Renault Triber RXE (Petrol),,999 ,
835,Renault Triber RXL (Petrol),6.80 ,999 ,
836,Renault Triber RXT (Petrol),7.61 ,999 ,
837,Renault Triber RXT EASY-R AMT (Petrol),8.12 ,999 ,18.2 
838,Renault Triber RXZ (Petrol),8.22 ,999 ,
839,Renault Triber RXZ Dual Tone (Petrol),8.46 ,999 ,
840,Renault Triber RXZ EASY-R AMT (Petrol),8.74 ,999 ,18.2 
841,Renault Triber RXZ EASY-R AMT Dual Tone (Petrol),8.97 ,999 ,18.2 
842,Maruti Eeco 5 Seater STD (Petrol),5.32 ,1197 ,19.71 
843,Maruti Eeco 7 Seater STD (Petrol),5.61 ,1197 ,19.71 
844,Maruti Eeco 5 Seater AC (Petrol),5.68 ,1197 ,19.71 
845,Maruti Eeco 5 Seater AC CNG (CNG),6.58 ,1197 ,
846,BMW X1 sDrive18i M Sport (Petrol),49.50 ,1499 ,20.37 
847,BMW X1 sDrive18d M Sport (Diesel),52.50 ,1995 ,20.37 
848,Hyundai Alcazar Prestige Turbo 7 Seater (Petrol),16.77 ,1482 ,18.8 
849,Hyundai Alcazar Prestige 7-Seater Diesel (Diesel),17.78 ,1493 ,24.5 
850,Hyundai Alcazar Platinum Turbo 7 Seater (Petrol),18.68 ,1482 ,18.8 
851,Hyundai Alcazar Platinum AE Turbo 7Str (Petrol),19.04 ,1482 ,18.8 
852,Hyundai Alcazar Prestige (O) 7-Seater Diesel AT (Diesel),19.25 ,1493 ,23.8 
853,Hyundai Alcazar Platinum 7-Seater Diesel (Diesel),19.69 ,1493 ,24.5 
854,Hyundai Alcazar Platinum (O) Turbo DCT 7 Seater (Petrol),19.99 ,1482 ,18.8 
855,Hyundai Alcazar Platinum (O) Turbo DCT (Petrol),19.99 ,1482 ,18.8 
856,Hyundai Alcazar Platinum AE 7Str Diesel (Diesel),20.05 ,1493 ,20.4 
857,Hyundai Alcazar Signature Diesel (Diesel),20.18 ,1493 ,24.5 
858,Hyundai Alcazar Signature (O) Turbo DCT 7 Seater (Petrol),20.28 ,1482 ,
859,Hyundai Alcazar Signature (O) Turbo DCT (Petrol),20.28 ,1482 ,
860,Hyundai Alcazar Signature (O) Dual Tone Turbo DCT (Petrol),20.33 ,1482 ,
861,Hyundai Alcazar Signature Dual Tone Diesel (Diesel),20.33 ,1493 ,24.5 
862,Hyundai Alcazar Signature (O) AE Turbo 7Str DT DCT (Petrol),20.64 ,1482 ,18.8 
863,Hyundai Alcazar Signature (O) AE Turbo 7Str DCT (Petrol),20.64 ,1482 ,18.8 
864,Hyundai Alcazar Platinum (O) Diesel AT (Diesel),20.81 ,1493 ,23.8 
865,Hyundai Alcazar Platinum (O) 7-Seater Diesel AT (Diesel),20.81 ,1493 ,18.1 
866,Hyundai Alcazar Signature (O) Diesel AT (Diesel),20.93 ,1493 ,23.8 
867,Hyundai Alcazar Signature (O) 7-Seater Diesel AT (Diesel),20.93 ,1493 ,23.8 
868,Hyundai Alcazar Signature (O) Dual Tone Diesel AT (Diesel),21.17 ,1493 ,23.8 
869,Hyundai Alcazar Signature (O) AE 7Str Diesel DT AT (Diesel),21.28 ,1493 ,23.8 
870,Hyundai Alcazar Signature (O) AE 7Str Diesel AT (Diesel),21.28 ,1493 ,23.8 
871,Volkswagen Taigun 1.0 Comfortline (Petrol),11.70 ,999 ,19.2 
872,Volkswagen Taigun 1.0 Highline (Petrol),13.88 ,999 ,19.2 
873,Volkswagen Taigun 1.0 GT Line (Petrol),14.08 ,999 ,19.87 
874,Volkswagen Taigun 1.0 Highline AT (Petrol),15.43 ,999 ,17.23 
875,Volkswagen Taigun 1.0 GT Line AT (Petrol),15.63 ,999 ,18.15 
876,Volkswagen Taigun 1.0 Topline (Petrol),16.12 ,999 ,19.2 
877,Volkswagen Taigun 1.0 Topline ES (Petrol),16.31 ,999 ,19.2 
878,Volkswagen Taigun 1.0 Topline Sound Edition (Petrol),16.51 ,999 ,19.2 
879,Volkswagen Taigun GT Edge Trail Edition (Petrol),16.77 ,1498 ,18.47 
880,Volkswagen Taigun 1.5 GT (Petrol),16.77 ,1498 ,18.47 
881,Volkswagen Taigun 1.5 GT DSG (Petrol),17.36 ,1498 ,18.47 
882,Volkswagen Taigun 1.0 Topline AT (Petrol),17.63 ,999 ,17.23 
883,Volkswagen Taigun 1.0 Topline AT ES (Petrol),17.88 ,999 ,17.23 
884,Volkswagen Taigun 1.0 Topline AT Sound Edition (Petrol),18.08 ,999 ,17.23 
885,Volkswagen Taigun 1.5 GT Plus Chrome (Petrol),18.18 ,1498 ,18.47 
886,Volkswagen Taigun 1.5 GT Plus Edge (Petrol),19.74 ,1498 ,17.88 
887,Volkswagen Taigun 1.5 GT Plus Edge Matte (Petrol),18.44 ,1498 ,17.88 
888,Volkswagen Taigun 1.5 GT Plus Sports (Petrol),18.54 ,1498 ,18.61 
889,Volkswagen Taigun 1.5 GT Plus Chrome ES (Petrol),18.54 ,1498 ,18.47 
890,Volkswagen Taigun 1.5 GT Plus Edge ES (Petrol),18.38 ,1498 ,17.88 
891,Volkswagen Taigun 1.5 GT Edge Sport (Petrol),18.74 ,1498 ,18.47 
892,Volkswagen Taigun 1.5 GT Plus Edge Matte ES (Petrol),18.80 ,1498 ,17.88 
893,Volkswagen Taigun 1.5 GT Edge Sport Matte (Petrol),18.80 ,1498 ,18.47 
894,Volkswagen Taigun 1.5 GT Plus Chrome DSG (Petrol),19.44 ,1498 ,17.88 
895,Volkswagen Taigun 1.5 GT Plus Edge DSG (Petrol),19.64 ,1498 ,17.88 
896,Volkswagen Taigun 1.5 GT Plus Edge Matte DSG (Petrol),19.70 ,1498 ,17.88 
897,Volkswagen Taigun 1.5 GT Plus Sports DSG (Petrol),19.74 ,1498 ,19.01 
898,Volkswagen Taigun 1.5 GT Plus Chrome DSG ES (Petrol),19.74 ,1498 ,17.88 
899,Volkswagen Taigun 1.5 GT Plus Edge DSG ES (Petrol),19.94 ,1498 ,17.88 
900,Volkswagen Taigun 1.5 GT Edge Sport DSG (Petrol),19.94 ,1498 ,17.88 
901,Volkswagen Taigun 1.5 GT Plus Edge Matte DSG ES (Petrol),,1498 ,17.88 
902,Volkswagen Taigun 1.5 GT Edge Sport Matte DSG (Petrol),,1498 ,17.88 
903,Toyota Camry 2.5 Hybrid (Petrol),46.17 ,2487 ,
904,Lamborghini Urus S (Petrol),,3999 ,
905,Lamborghini Urus Performante (Petrol),,3996 ,
906,Maruti XL6 Zeta (Petrol),11.61 ,1462 ,20.97 
907,Maruti XL6 Zeta CNG (CNG),12.56 ,1462 ,
908,Maruti XL6 Alpha (Petrol),12.61 ,1462 ,20.97 
909,Maruti XL6 Zeta AT (Petrol),13.01 ,1462 ,20.27 
910,Maruti XL6 Alpha Plus (Petrol),13.21 ,1462 ,20.97 
911,Maruti XL6 Alpha Plus Dual Tone (Petrol),13.37 ,1462 ,20.97 
912,Maruti XL6 Alpha AT (Petrol),14.01 ,1462 ,20.27 
913,Maruti XL6 Alpha Plus AT (Petrol),14.61 ,1462 ,20.27 
914,Maruti XL6 Alpha Plus AT Dual Tone (Petrol),14.77 ,1462 ,20.27 
915,Toyota Rumion S (Petrol),10.44 ,1462 ,20.51 
916,Toyota Rumion S CNG (CNG),11.39 ,1462 ,
917,Toyota Rumion G (Petrol),11.60 ,1462 ,20.51 
918,Toyota Rumion S AT (Petrol),11.94 ,1462 ,20.11 
919,Toyota Rumion V (Petrol),12.33 ,1462 ,20.51 
920,Toyota Rumion G AT (Petrol),,1462 ,20.11 
921,Toyota Rumion V AT (Petrol),13.73 ,1462 ,20.11 
922,Jeep Compass 2.0 Sport (Diesel),18.99 ,1956 ,17.1 
923,Jeep Compass 2.0 Longitude Opt (Diesel),24.83 ,1956 ,17.1 
924,Jeep Compass 2.0 Night Eagle (Diesel),25.18 ,1956 ,17.1 
925,Jeep Compass 2.0 Limited Opt (Diesel),26.33 ,1956 ,17.1 
926,Jeep Compass 2.0 Longitude Opt AT (Diesel),26.83 ,1956 ,17.1 
927,Jeep Compass 2.0 Black Shark Opt (Diesel),26.83 ,1956 ,17.1 
928,Jeep Compass 2.0 Night Eagle AT (Diesel),27.18 ,1956 ,17.1 
929,Jeep Compass 2.0 Model S Opt (Diesel),28.33 ,1956 ,17.1 
930,Jeep Compass 2.0 Limited Opt FWD AT (Diesel),28.33 ,1956 ,14.9 
931,Jeep Compass 2.0 Black Shark Opt FWD AT (Diesel),28.83 ,1956 ,17.1 
932,Jeep Compass 2.0 Model S Opt FWD AT (Diesel),30.33 ,1956 ,17.1 
933,Jeep Compass 2.0 Model S Opt 4x4 AT (Diesel),32.41 ,1956 ,14.9 
934,Volvo XC 90 B6 Ultimate (Petrol),,1969 ,17.2 
935,MG Astor Sprint (Petrol),9.98 ,1498 ,15.43 
936,MG Astor Shine (Petrol),11.80 ,1498 ,15.43 
937,MG Astor Select (Petrol),13.11 ,1498 ,15.43 
938,MG Astor Select CVT (Petrol),14.12 ,1498 ,14.82 
939,MG Astor Smart Blackstorm (Petrol),14.48 ,1498 ,
940,MG Astor Sharp Pro (Petrol),14.76 ,1498 ,15.43 
941,MG Astor 100 Year Limited Edition (Petrol),14.81 ,1498 ,15.43 
942,MG Astor Smart Blackstorm CVT (Petrol),15.77 ,1498 ,14.82 
943,MG Astor Sharp Pro CVT (Petrol),,1498 ,14.82 
944,MG Astor 100 Year Limited Edition CVT (Petrol),16.08 ,1498 ,14.82 
945,MG Astor Savvy Pro CVT (Petrol),16.95 ,1498 ,14.82 
946,MG Astor Savvy Pro Sangria CVT (Petrol),17.05 ,1498 ,14.82 
947,MG Astor Savvy Pro Sangria Turbo AT (Petrol),18.08 ,1349 ,14.34 
948,BMW X7 xDrive40i M Sport (Petrol),,2998 ,11.29 
949,BMW X7 xDrive40d Design Pure Excellance (Diesel),,2993 ,14.31 
950,BMW X7 xDrive40d M Sport (Diesel),,2993 ,14.31 
951,Tata Punch EV Smart (Electric),10.99 ,,
952,Tata Punch EV Smart Plus (Electric),11.49 ,,
953,Tata Punch EV Adventure (Electric),11.99 ,,
954,Tata Punch EV Adventure S (Electric),12.49 ,,
955,Tata Punch EV Empowered (Electric),12.79 ,,
956,Tata Punch EV Adventure LR (Electric),12.99 ,,
957,Tata Punch EV Empowered S (Electric),13.29 ,,
958,Tata Punch EV Empowered Plus (Electric),13.29 ,,
959,Tata Punch EV Adventure S LR (Electric),13.49 ,,
960,Tata Punch EV Adventure LR AC FC (Electric),13.49 ,,
961,Tata Punch EV Empowered Plus S (Electric),13.79 ,,
962,Tata Punch EV Empowered LR (Electric),13.99 ,,
963,Tata Punch EV Adventure S LR AC FC (Electric),13.99 ,,
964,Tata Punch EV Empowered S LR (Electric),14.49 ,,
965,Tata Punch EV Empowered Plus LR (Electric),14.49 ,,
966,Tata Punch EV Empowered LR AC FC (Electric),14.49 ,,
967,Tata Punch EV Empowered S LR AC FC (Electric),14.99 ,,
968,Tata Punch EV Empowered Plus S LR (Electric),14.99 ,,
969,Tata Punch EV Empowered Plus LR AC FC (Electric),14.99 ,,
970,Tata Punch EV Empowered Plus S LR AC FC (Electric),15.49 ,,
971,Toyota Vellfire Hi (Petrol),,2487 ,
972,Toyota Vellfire VIP Executive Lounge (Petrol),,2487 ,
973,Maruti Ignis Sigma (Petrol),5.84 ,1197 ,20.89 
974,Maruti Ignis Delta (Petrol),6.38 ,1197 ,20.89 
975,Maruti Ignis Delta AMT (Petrol),6.83 ,1197 ,20.89 
976,Maruti Ignis Zeta (Petrol),6.96 ,1197 ,20.89 
977,Maruti Ignis Zeta AMT (Petrol),7.41 ,1197 ,20.89 
978,Maruti Ignis Alpha (Petrol),7.61 ,1197 ,20.89 
979,Maruti Ignis Alpha AMT (Petrol),8.06 ,1197 ,20.89 
980,Renault Kiger RXE (Petrol),,999 ,19.17 
981,Renault Kiger RXL (Petrol),6.60 ,999 ,19.17 
982,Renault Kiger RXL AMT (Petrol),7.10 ,999 ,19.03 
983,Renault Kiger RXT (Petrol),7.50 ,999 ,19.17 
984,Renault Kiger RXT Opt (Petrol),,999 ,20.5 
985,Renault Kiger RXT AMT (Petrol),,999 ,19.03 
986,Renault Kiger RXT Opt DT (Petrol),8.23 ,999 ,19.17 
987,Renault Kiger RXT AMT Opt (Petrol),8.50 ,999 ,19.03 
988,Renault Kiger RXT AMT Opt DT (Petrol),8.73 ,999 ,19.03 
989,Renault Kiger RXZ (Petrol),8.80 ,999 ,19.17 
990,Renault Kiger RXZ DT (Petrol),9.03 ,999 ,19.17 
991,Renault Kiger RXZ AMT (Petrol),9.30 ,999 ,19.03 
992,Renault Kiger RXT Opt Turbo (Petrol),9.30 ,999 ,19.17 
993,Renault Kiger RXZ AMT DT (Petrol),9.53 ,999 ,19.03 
994,Renault Kiger RXT Opt Turbo DT (Petrol),9.53 ,999 ,20.5 
995,Renault Kiger RXZ Turbo (Petrol),,999 ,20.5 
996,Renault Kiger RXZ Turbo DT (Petrol),10.23 ,999 ,20.5 
997,Renault Kiger RXT Opt Turbo CVT (Petrol),10.30 ,999 ,18.24 
998,Renault Kiger RXT Opt Turbo CVT DT (Petrol),10.53 ,999 ,18.24 
999,Renault Kiger RXZ Turbo CVT (Petrol),,999 ,18.24 
1000,Renault Kiger RXZ Turbo CVT DT (Petrol),11.23 ,999 ,18.24 
1001,Tata Nexon EV Creative Plus (Electric),14.49 ,,
1002,Tata Nexon EV Fearless (Electric),15.99 ,,
1003,Tata Nexon EV Fearless Plus (Electric),16.49 ,,
1004,Tata Nexon EV Fearless Plus S (Electric),16.99 ,,
1005,Tata Nexon EV Fearless LR (Electric),16.99 ,,
1006,Tata Nexon EV Fearless Plus LR (Electric),17.49 ,,
1007,Tata Nexon EV Empowered (Electric),17.49 ,,
1008,Tata Nexon EV Fearless Plus S LR (Electric),17.99 ,,
1009,Tata Nexon EV Empowered Plus LR (Electric),19.29 ,,
1010,Tata Nexon EV Empowered Plus LR Dark (Electric),19.49 ,,
1011,Maruti Invicto Zeta Plus 7Str (Petrol),25.21 ,1987 ,23.24 
1012,Maruti Invicto Zeta Plus 8Str (Petrol),25.26 ,1987 ,23.24 
1013,Maruti Invicto Alpha Plus 7Str (Petrol),28.92 ,1987 ,23.24 
1014,Kia EV6 GT line (Electric),60.97 ,,
1015,Kia EV6 GT line AWD (Electric),65.97 ,,
1016,Land Rover Range Rover Velar Dynamic HSE Diesel (Diesel),87.90 ,1997 ,15.8 
1017,Land Rover Range Rover Velar Dynamic HSE (Petrol),87.90 ,1997 ,
1018,Mahindra Bolero Neo N4 (Diesel),9.95 ,1493 ,17.29 
1019,Mahindra Bolero Neo N8 (Diesel),10.64 ,1493 ,17.29 
1020,Mahindra Bolero Neo N10 R (Diesel),11.47 ,1493 ,17.29 
1021,Mahindra Bolero Neo N10 Option (Diesel),12.15 ,1493 ,17.29 
1022,Tata Tiago EV XE MR (Electric),7.99 ,,
1023,Tata Tiago EV XT MR (Electric),8.99 ,,
1024,Tata Tiago EV XT LR (Electric),9.99 ,,
1025,Tata Tiago EV XZ Plus LR (Electric),10.89 ,,
1026,Tata Tiago EV XZ Plus Tech LUX LR (Electric),11.39 ,,
1027,Tata Tiago EV XZ Plus LR ACFC (Electric),11.39 ,,
1028,Tata Tiago EV XZ Plus Tech LUX LR ACFC (Electric),11.89 ,,
1029,Maruti S-Presso STD (Petrol),4.26 ,998 ,24.12 
1030,Maruti S-Presso Dream Edition (Petrol),4.99 ,998 ,24.76 
1031,Maruti S-Presso LXi (Petrol),5.01 ,998 ,24.12 
1032,Maruti S-Presso VXI (Petrol),5.21 ,998 ,24.76 
1033,Maruti S-Presso VXi Plus (Petrol),5.50 ,998 ,24.76 
1034,Maruti S-Presso VXi Opt AT (Petrol),5.71 ,998 ,25.3 
1035,Maruti S-Presso LXI CNG (CNG),5.92 ,998 ,
1036,Maruti S-Presso VXi Plus Opt AT (Petrol),,998 ,25.3 
1037,Maruti S-Presso VXI CNG (CNG),6.12 ,998 ,
1038,Skoda Superb L&K (Petrol),,1984 ,
1039,Maruti Ciaz Sigma (Petrol),9.40 ,1462 ,20.65 
1040,Maruti Ciaz Delta (Petrol),,1462 ,20.65 
1041,Maruti Ciaz Zeta (Petrol),10.40 ,1462 ,20.65 
1042,Maruti Ciaz Delta AT (Petrol),11.10 ,1462 ,20.04 
1043,Maruti Ciaz Alpha (Petrol),11.19 ,1462 ,20.65 
1044,Maruti Ciaz Zeta AT (Petrol),11.50 ,1462 ,20.04 
1045,Maruti Ciaz Alpha AT (Petrol),12.29 ,1462 ,20.04 
1046,Citroen C3 Puretech 82 Live (Petrol),6.16 ,1198 ,19.3 
1047,Citroen C3 Puretech 82 Feel (Petrol),7.27 ,1198 ,19.3 
1048,Citroen C3 Puretech 82 Feel DT (Petrol),7.42 ,1198 ,19.3 
1049,Citroen C3 Puretech 82 Shine (Petrol),7.80 ,1198 ,19.3 
1050,Citroen C3 Puretech 82 Shine DT (Petrol),7.95 ,1198 ,19.3 
1051,Citroen C3 Feel Dual Tone Turbo (Petrol),8.47 ,1199 ,19.3 
1052,Citroen C3 Shine Dual Tone Turbo (Petrol),,1199 ,19.3 
1053,MG Gloster Sharp 4x2 7Str (Diesel),38.80 ,1996 ,
1054,MG Gloster Savvy 4x2 7Str (Diesel),40.34 ,1996 ,
1055,MG Gloster Savvy 4x2 6Str (Diesel),40.34 ,1996 ,
1056,MG Gloster Snow Storm 4x2 7Str (Diesel),41.05 ,1996 ,
1057,MG Gloster Desert Storm 4x2 7Str (Diesel),41.05 ,1996 ,
1058,MG Gloster Desert Storm 4x2 6Str (Diesel),41.05 ,1996 ,
1059,MG Gloster Black Storm 4x2 7Str (Diesel),41.05 ,1996 ,
1060,MG Gloster Black Storm 4x2 6Str (Diesel),41.05 ,1996 ,
1061,MG Gloster Savvy 4x4 7Str (Diesel),43.16 ,1996 ,
1062,MG Gloster Savvy 4x4 6Str (Diesel),43.16 ,1996 ,
1063,MG Gloster Snow Storm 4x4 7Str (Diesel),43.87 ,1996 ,
1064,MG Gloster Desert Storm 4x4 7Str (Diesel),43.87 ,1996 ,
1065,MG Gloster Desert Storm 4x4 6Str (Diesel),43.87 ,1996 ,
1066,MG Gloster Black Storm 4x4 7Str (Diesel),43.87 ,1996 ,
1067,MG Gloster Black Storm 4x4 6Str (Diesel),43.87 ,1996 ,
1068,Porsche 911 Carrera (Petrol),,2981 ,9.17 
1069,Porsche 911 Carrera 4 GTS (Petrol),,3996 ,10.64 
1070,Porsche 911 Turbo S (Petrol),,2981 ,
1071,Porsche 911 GT3 RS (Petrol),,3996 ,10.64 
1072,Tata Tigor XE (Petrol),6.30 ,1199 ,19.28 
1073,Tata Tigor XM (Petrol),6.80 ,1199 ,19.28 
1074,Tata Tigor XZ (Petrol),7.30 ,1199 ,19.28 
